eval_loss,eval_matthews_correlation,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.9546672105789185,0.6093514522222457,0.14726903323130547,16.8863,61.766,1.954,37.0
0.830537736415863,0.5905123335559759,0.1486030171838725,16.8548,61.882,1.958,38.0
0.9681729674339294,0.5806284057433418,0.157909624185681,16.7881,62.127,1.966,39.0
0.9157989025115967,0.6333042035646441,0.14761528661358506,16.8055,62.063,1.964,40.0
0.9204559326171875,0.6057667685387335,0.14810208003335812,16.8587,61.867,1.957,41.0
0.9389909505844116,0.6081725386037139,0.15027517823222045,16.9423,61.562,1.948,42.0
0.8544967770576477,0.598349211554662,0.14789369756629112,16.8204,62.008,1.962,43.0
0.8575444221496582,0.6209103735772308,0.14105360648547471,17.0774,61.075,1.932,44.0
0.9406735301017761,0.6006530974238766,0.1513473257808191,17.0503,61.172,1.935,45.0
0.9402065873146057,0.6212584232587556,0.14614388869569953,17.1373,60.861,1.926,46.0
0.9198358654975891,0.6235130412994164,0.14435602914566964,17.0554,61.154,1.935,47.0
1.0804094076156616,0.6082287537654698,0.15114119463204656,16.8949,61.735,1.953,48.0
1.0293413400650024,0.605839001376474,0.1520279471620503,16.9382,61.577,1.948,49.0
1.077244758605957,0.6183257151834723,0.14807139929966184,16.861,61.859,1.957,50.0
1.1646873950958252,0.6006286235192053,0.15623360820836096,16.8809,61.786,1.955,51.0
1.2834714651107788,0.5779057511117575,0.16458740233232058,16.8115,62.041,1.963,52.0
1.0597500801086426,0.5931328329100475,0.1579977312801211,16.8021,62.076,1.964,53.0
1.093007206916809,0.5910926879747481,0.15824095137624478,16.7922,62.112,1.965,54.0
0.9881442189216614,0.616383370327138,0.14909502495283827,16.9061,61.694,1.952,55.0
0.9021151661872864,0.5930452712523209,0.1551916100377662,16.948,61.541,1.947,56.0
1.1586607694625854,0.6056594364604692,0.15515661411065956,16.8933,61.74,1.953,57.0
0.9736186861991882,0.605839001376474,0.15311693659450504,17.0767,61.078,1.932,58.0
1.147571325302124,0.5982632727547974,0.15419138672253543,17.0395,61.211,1.937,59.0
1.1984413862228394,0.6006236595789939,0.155280190197642,17.1117,60.952,1.929,60.0
1.1230422258377075,0.6059691562850315,0.15524669810200922,16.8154,62.027,1.962,61.0
1.2039480209350586,0.6157593279004692,0.15091667370736775,17.0211,61.277,1.939,62.0
1.1647133827209473,0.6132520976952389,0.15228088298671422,16.8776,61.798,1.955,63.0
1.1012510061264038,0.5829211024374039,0.15940175920524846,16.956,61.512,1.946,64.0
1.1046538352966309,0.6210093223610296,0.1469497313206857,16.8901,61.752,1.954,65.0
1.1497982740402222,0.6106810410474487,0.15310496577594784,16.8725,61.817,1.956,66.0
1.2119402885437012,0.6132520976952389,0.15459287943798883,16.9461,61.548,1.947,67.0
1.210130214691162,0.6181942347761422,0.15409880973691567,16.8427,61.926,1.959,68.0
1.221076488494873,0.6157364530398333,0.15199080026732653,16.9365,61.583,1.948,69.0
1.2085340023040771,0.6184055684120958,0.15118196992380395,16.96,61.498,1.946,70.0
1.3037421703338623,0.6031932328167873,0.15667332413098276,17.051,61.169,1.935,71.0
1.1974786520004272,0.6133109050075183,0.15283225361018488,16.9656,61.477,1.945,72.0
1.3117458820343018,0.5879759000771466,0.1632783102051981,16.8993,61.718,1.953,73.0
1.2541600465774536,0.605712540622093,0.15333296725756831,16.9743,61.446,1.944,74.0
1.3531337976455688,0.5905535987624345,0.16527046356082303,17.0002,61.352,1.941,75.0
1.2917232513427734,0.6031465729998459,0.15866428476509176,16.9958,61.368,1.942,76.0
1.2915542125701904,0.6056594364604692,0.15508660631234666,16.8767,61.801,1.955,77.0
1.2195969820022583,0.613211494270806,0.15320120750429075,16.8318,61.966,1.961,78.0
1.2155835628509521,0.6182197264087645,0.15142505035190085,16.7765,62.17,1.967,79.0
1.2298554182052612,0.6031588333778671,0.15571203670702868,16.3183,63.916,2.022,80.0
